,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
547,May,05/01/2017,23:14:00,05/01/2017,23:34:00,Ohio,RFC,Severe Weather,Unknown,92390,"Loss of electric service to more than 50,000 customers for 1 hour or more"
548,May,05/03/2017,19:05:00,05/03/2017,21:00:00,California,WECC,Generation Inadequacy,878,Unknown,Load shedding of 100 Megawatts or more implemented under emergency operational policy
549,May,05/03/2017,18:58:00,05/03/2017,21:15:00,California,WECC,Generation Inadequacy,572,0,Load shedding of 100 Megawatts or more implemented under emergency operational policy
550,May,05/03/2017,23:00:00,Unknown,Unknown,"Pennsylvania: Philadelphia County, Montgomery County",RFC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
551,May,05/04/2017,05:00:00,05/04/2017,22:00:00,Alabama: Georgia,SERC,Severe Weather,200,60377,"Loss of electric service to more than 50,000 customers for 1 hour or more"
552,May,05/07/2017,23:30:00,05/08/2017,05:00:00,Kentucky: Daviess County,SERC,Generation Inadequacy,80,0,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
553,May,05/07/2017,05:15:00,Unknown,Unknown,California: Fresno County,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
554,May,05/11/2017,11:05:00,05/11/2017,13:05:00,Washington: Yakima County,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
555,May,05/19/2017,05:30:00,Unknown,Unknown,Missouri: St. Louis County,SERC,Severe Weather,Unknown,70696,"Loss of electric service to more than 50,000 customers for 1 hour or more"
556,May,05/21/2017,16:44:00,05/21/2017,17:43:00,"Idaho: Lincoln County, Jerome County",WECC,Vandalism,21,9598,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
557,May,05/23/2017,05:02:00,05/23/2017,08:40:00,Tennessee: Davidson County,SERC,Vandalism,10,4700,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
558,May,05/27/2017,23:00:00,Unknown,Unknown,"Tennessee: Shelby County, Putnam County, Knox County, Davidson County, Hamilton County; Alabama: Madison County",SERC,Severe Weather,Unknown,116000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
559,May,05/27/2017,23:10:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Severe Weather,391,188000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
560,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Louisiana: Texas,SERC,Severe Weather,Unknown,103000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
561,May,05/28/2017,16:27:00,05/28/2017,16:28:00,Nevada: Clark County,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
562,May,05/28/2017,19:30:00,05/29/2017,22:00:00,Texas: Louisiana,TRE,Severe Weather,Unknown,103000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
563,June,06/07/2017,13:12:00,06/07/2017,13:13:00,Washington: Yakima County,WECC,Vandalism ,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
564,June,06/11/2017,13:25:00,06/11/2017,19:15:00,Wisconsin,MRO,Severe Weather,Unknown,53610,"Loss of electric service to more than 50,000 customers for 1 hour or more"
565,June,06/11/2017,14:39:00,06/11/2017,17:55:00,Michigan,RFC,Transmission Interruption,63,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
566,June,06/11/2017,07:00:00,06/11/2017,11:22:00,Minnesota,MRO,Severe Weather,Unknown,70000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
567,June,06/15/2017,17:00:00,06/15/2017,22:00:00,"Alabama, Georgia",SERC,Severe Weather,275,82713,"Loss of electric service to more than 50,000 customers for 1 hour or more"
568,June,06/16/2017,20:00:00,06/17/2017,06:00:00,Arkansas,SERC,Severe Weather,Unknown,76000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
569,June,06/16/2017,20:00:00,Unknown,Unknown,"Nebraska: Cass County, Douglas County, Sarpy County",MRO,Severe Weather,Unknown,76000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
570,June,06/17/2017,21:00:00,06/18/2017,07:00:00,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",MRO,Severe Weather,Unknown,84737,"Loss of electric service to more than 50,000 customers for 1 hour or more"
571,June,06/21/2017,,06/21/2017,01:00:00,Oregon: Baker County,WECC,Physical Attack,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
572,June,06/22/2017,18:00:00,06/25/2017,12:45:00,"Michigan: Wayne County, Monroe County",RFC,Severe Weather,Unknown,118631,"Loss of electric service to more than 50,000 customers for 1 hour or more"
573,June,06/29/2017,04:00:00,Unknown,Unknown,Louisiana: Orleans Parish,SERC,Vandalism ,130,6467,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
574,June,06/30/2017,07:45:00,06/30/2017,07:46:00,Idaho: Ada County,WECC,Vandalism ,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
575,July,07/06/2017,,Unknown,Unknown,Idaho: Jerome County,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
576,July,07/07/2017,03:30:00,07/08/2017,19:30:00,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County",RFC,Severe Weather,Unknown,160000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
577,July,07/08/2017,18:52:00,07/09/2017,08:00:00,California: Los Angeles County,WECC,Transmission Interruption,645,176867,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
578,July,07/11/2017,10:00:00,07/11/2017,12:00:00,Minnesota,MRO,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
579,July,07/12/2017,12:25:00,07/15/2017,09:00:00,Tennessee,SERC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
580,July,07/12/2017,12:25:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Vandalism,Unknown,Unknown,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
581,July,07/18/2017,04:03:00,Unknown,Unknown,Missouri,SERC,Actual Physical Attack,Unknown,700,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
582,July,07/18/2017,16:23:00,07/18/2017,18:39:00,Nevada,WECC,Severe Weather,0,0,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
583,July,07/20/2017,01:00:00,07/20/2017,09:46:00,Utah: Beaver County,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
584,July,07/22/2017,22:00:00,07/23/2017,12:00:00,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County",SERC,Severe Weather,Unknown,112540,"Loss of electric service to more than 50,000 customers for 1 hour or more"
585,July,07/22/2017,22:00:00,Unknown,Unknown,Missouri,SERC,Severe Weather,Unknown,131000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
586,July,07/22/2017,22:00:00,Unknown,Unknown,Missouri,SERC,Severe Weather,Unknown,115000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
587,July,07/23/2017,04:00:00,Unknown,Unknown,Missouri: Illinois,SERC,Severe Weather,Unknown,82000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
588,July,07/27/2017,06:00:00,07/27/2017,11:29:00,California: Butte County,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
589,August,08/05/2017,13:20:00,08/05/2017,14:20:00,California: Humboldt County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
590,August,08/21/2017,23:41:00,08/22/2017,00:21:00,California: Plumas County;,WECC,System Operations,1,2,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
591,August,08/25/2017,18:30:00,09/05/2017,17:00:00,Texas:,TRE,Severe Weather,Unknown,330000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
592,August,08/25/2017,18:17:00,09/02/2017,17:00:00,"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County;",TRE,Severe Weather,Unknown,220400,"Loss of electric service to more than 50,000 customers for 1 hour or more"
593,August,08/26/2017,06:26:00,09/08/2017,,Texas:,TRE,Severe Weather,Unknown,1076868,"Loss of electric service to more than 50,000 customers for 1 hour or more"
594,August,08/26/2017,00:39:00,08/26/2017,00:52:00,Texas:,TRE,Severe Weather,Unknown,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
595,August,08/27/2017,05:10:00,09/08/2017,,Texas: Harris County;,TRE,Severe Weather,Unknown,1076868,"Loss of electric service to more than 50,000 customers for 1 hour or more"
596,August,08/30/2017,02:15:00,Unknown,Unknown,Texas:,TRE,Severe Weather,Unknown,78500,"Loss of electric service to more than 50,000 customers for 1 hour or more"
597,August,08/31/2017,14:49:00,08/31/2017,17:14:00,California: Los Angeles County;,WECC,Severe Weather,100,0,Load shedding of 100 Megawatts or more implemented under emergency operational policy
598,September,09/01/2017,15:41:00,09/01/2017,20:30:00,California:,WECC,Severe Weather,337,0,Load shedding of 100 Megawatts or more implemented under emergency operational policy
599,September,09/09/2017,,Unknown,Unknown,"Florida: Hillsborough County, Pasco County, Polk County;",FRCC,Severe Weather,1275,425000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
600,September,09/09/2017,12:30:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,Unknown,3500000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
601,September,09/10/2017,20:37:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,Unknown,452555,"Loss of electric service to more than 50,000 customers for 1 hour or more"
602,September,09/10/2017,18:35:00,09/13/2017,17:00:00,"Florida: Alachua County, Bay County, Brevard County, Citrus County, Columbia County, Dixie County, Flagler County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Leon County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,Severe Weather,4500,1000000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
603,September,09/11/2017,02:27:00,09/15/2017,20:44:00,Georgia:,SERC,Severe Weather,132,39659,"Loss of electric service to more than 50,000 customers for 1 hour or more"
604,September,09/11/2017,17:30:00,09/13/2017,09:30:00,North Carolina: South Carolina:,SERC,Severe Weather,365,265729,"Loss of electric service to more than 50,000 customers for 1 hour or more"
605,September,09/11/2017,00:30:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,200,20000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
606,September,09/11/2017,12:55:00,09/12/2017,08:00:00,South Carolina:,SERC,Severe Weather,687,154832,"Loss of electric service to more than 50,000 customers for 1 hour or more"
607,October,10/04/2017,02:30:00,Unknown,Unknown,Tennessee: Shelby County;,SERC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
608,October,10/04/2017,01:20:00,10/04/2017,03:00:00,Mississippi:,SERC,Actual Physical Attack,Unknown,Unknown,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
