Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2021,27599,Carroll-White REMC,IN,MISO,517,.,.,.,517,1.7,.,.,.,1.7,"5,170",.,.,.,"5,170",1.2,.,.,.,1.2,39,.,.,.,39,.,.,.,.,.,39,.,.,.,39,0,.,.,.,0,10.000,.,.,.,
2021,28541,Clatskanie Peoples Util Dist,OR,BPAT,282,27,829,0,"1,139",0.0,0.0,0.2,0.0,0.2,"3,751",389,"7,696",0,"11,836",0.0,0.0,0.2,0.0,0.2,113,8,166,0,288,18,2,52,0,71,113,8,166,0,288,18,2,52,0,71,13.298,14.196,9.279,0.000,
2021,28604,Kerrville Public Utility Board,TX,ERCO,352,0,.,.,352,0.0,0.0,.,.,0.0,"5,280",0,.,.,"5,280",0.0,0.0,.,.,0.0,106,3,.,.,110,3,.,.,.,3,106,3,.,.,110,3,.,.,.,3,15.000,15.000,.,.,
2021,38084,Great Lakes Energy Coop,MI,MISO,"12,023","4,530",.,.,"16,553",4.0,2.2,.,.,6.2,"151,366","41,677",.,.,"193,043",3.8,2.1,.,.,5.9,"1,148",258,.,.,"1,406","1,339",665,.,.,"2,004","1,148",258,.,.,"1,406","1,339",665,.,.,"2,004",12.590,9.200,.,.,
2021,40051,Texas-New Mexico Power Co,TX,ERCO,"9,186","9,991",.,.,"19,177",4.1,2.5,.,.,6.6,"175,504","145,329",.,.,"320,834",4.9,1.7,.,.,6.6,"2,788","1,599",.,.,"4,387",497,168,.,.,664,"2,788","1,599",.,.,"4,387",497,168,.,.,664,18.779,14.546,.,.,https://interchange.puc.texas.gov/search/documents/?controlNumber=52949&itemNumber=2
2021,40211,"Wabash Valley Power Assn, Inc",IL,MISO,102,"1,054",654,0,"1,810",0.0,0.2,0.1,0.0,0.3,"2,399","14,327","8,650",0,"25,376",0.0,0.2,0.1,0.0,0.3,13,105,67,0,185,11,46,46,0,103,13,105,67,0,185,11,46,46,0,103,23.492,13.595,13.234,0.000,"General program information can be found at www.PowerMoves.com; however, reports are not posted on that, or any other website."
2021,40211,"Wabash Valley Power Assn, Inc",IN,PJM,286,542,"3,722",0,"4,550",0.0,0.1,0.3,0.0,0.4,"6,779","7,349","47,652",.,"61,780",0.0,0.1,0.3,0.0,0.4,51,56,218,.,325,14,29,29,0,72,51,56,218,0,325,14,29,29,0,72,23.741,13.568,12.803,.,
2021,40211,"Wabash Valley Power Assn, Inc",IN,MISO,757,"15,432","8,001",0,"24,190",0.1,1.7,1.0,0.0,2.8,"17,829","201,253","108,522",0,"327,603",0.1,1.7,1.0,0.0,2.8,142,607,419,0,"1,168",58,157,157,0,372,142,607,419,0,"1,168",58,157,157,0,372,23.553,13.042,13.563,0.000,
2021,40211,"Wabash Valley Power Assn, Inc",MO,MISO,404,"1,205","1,605",0,"3,214",0.0,0.2,0.3,0.0,0.4,"9,483","16,405","21,695",0,"47,582",0.0,0.2,0.3,0.0,0.4,60,123,113,0,296,9,25,25,0,59,60,123,113,0,296,9,25,25,0,59,23.492,13.614,13.516,0.000,
2021,40437,Emerald People's Utility Dist,OR,PACW,861,26,325,0,"1,213",0.5,0.0,0.1,0.0,0.6,"14,210",351,"1,627",0,"16,189",0.5,0.0,0.1,0.0,0.6,570,5,44,0,618,535,5,41,0,581,570,5,44,0,618,535,5,41,0,581,16.500,13.400,5.000,.,
2021,40438,Columbia River Peoples Ut Dist,OR,BPAT,329,"1,161","1,510",0,"3,000",0.1,0.2,0.2,0.0,0.5,"6,529","15,018","11,623",0,"33,170",0.1,0.2,0.2,0.0,0.5,185,190,101,0,476,5,19,25,0,50,185,190,101,0,476,5,19,25,0,50,19.845,12.940,7.700,0.000,www.crpud.net/ways-to-save/
2021,40575,Utah Associated Mun Power Sys,UT,WALC,158,26,0,0,184,0.0,0.0,0.0,0.0,0.0,"1,396",386,0,0,"1,782",0.0,0.0,0.0,0.0,0.0,35,0,0,0,35,7,0,0,0,7,35,0,0,0,35,7,0,0,0,7,0.014,0.015,0.000,0.000,
2021,44372,Oncor Electric Delivery Company LLC,TX,ERCO,"184,834","124,680",.,.,"309,513",63.2,27.8,.,.,91.0,"2,068,943","1,787,292",.,.,"3,856,235",26.8,13.5,.,.,40.3,"25,984","14,845",.,.,"40,829","2,879","2,173",.,.,"5,052","25,984","14,845",.,.,"40,829","2,879","2,173",.,.,"5,052",11.190,14.340,.,.,PUCT Docket No. 52949 
2021,54913,NSTAR Electric Company,MA,ISNE,"205,060","405,071",.,.,"610,131",32.1,59.9,.,.,92.0,"700,645","4,980,181",.,.,"5,680,826",32.1,59.9,.,.,92.0,"102,411","140,176",.,.,"242,586","38,961","30,480",.,.,"69,440","102,411","140,176",.,.,"242,586","38,961","30,480",.,.,"69,440",3.420,12.290,.,.,
2021,55787,City of Moreno Valley - (CA),CA,CISO,"1,071",302,0,0,"1,373",0.0,0.1,0.0,0.0,0.1,"10,719","3,019",0,0,"13,738",0.0,0.1,0.0,0.0,0.1,422,21,0,0,443,2,1,0,0,3,422,21,0,0,443,2,1,0,0,3,10.009,10.000,0.000,0.000,https://moval.org/mvu/effiency-progs.html
2021,55937,Entergy Texas Inc.,TX,MISO,"20,841","36,629",.,.,"57,470",6.9,6.6,.,.,13.6,"316,999","364,502",.,.,"681,501",6.9,6.6,.,.,13.6,"3,843","2,463",.,.,"6,307",546,314,.,.,859,"3,843","2,463",.,.,"6,307",546,314,.,.,859,15.210,9.951,.,.,
2021,56146,"Black Hills Colorado Electric, LLC",CO,PSCO,"5,797","5,493",.,.,"11,290",1.4,1.3,.,.,2.7,"40,229","107,258",.,.,"147,487",1.4,1.3,.,.,2.7,185,"1,265",.,.,"1,450","2,008",811,.,.,"2,819",185,"1,265",.,.,"1,450","2,008",811,.,.,"2,819",6.940,19.530,.,.,CO PUC
2021,56692,Marin Clean Energy,CA,CISO,288,"5,772",488,0,"6,548",0.0,0.2,0.1,0.0,0.3,"4,271","57,130","2,512",0,"63,913",0.0,0.2,0.1,0.0,0.3,718,450,29,0,"1,196","1,162","1,176",272,0,"2,610",718,450,29,0,"1,196","2,726","2,421",983,0,"6,131",9.275,11.235,7.333,0.000,https://cedars.sound-data.com/documents/standalone/list/
2021,56697,Ameren Illinois Company,IL,MISO,"120,941","235,622",.,.,"356,563",17.4,35.6,.,.,53.0,"1,146,997","3,172,530",.,.,"4,319,527",17.4,35.6,.,.,53.0,"17,703","37,643",.,.,"55,347","16,539","13,009",.,.,"29,548","17,703","37,643",.,.,"55,347","16,539","13,009",.,.,"29,548",10.200,14.400,.,.,
2021,57156,NYSERDA,NY,NYIS,"17,596","284,358","75,605",.,"377,559",4.0,1.0,6.0,.,11.0,"263,940","4,265,370","1,134,075",.,"5,663,385",4.0,1.0,6.0,.,11.0,"74,826","44,243","6,504",.,"125,573","26,755","25,241","4,019",.,"56,015","74,826","44,243","6,504",.,"125,573","26,755","25,241","4,019",.,"56,015",15.000,15.000,15.000,.,
2021,57201,Energy Trust of Oregon,OR,PGE,"70,520","163,987","124,596",0,"359,103",16.0,25.0,17.0,0.0,58.0,"969,959","2,188,300","1,504,232",0,"4,662,491",15.0,21.0,16.0,0.0,52.0,"20,054","31,260","18,876",0,"70,190","17,114","28,280","12,046",0,"57,440","20,054","31,260","18,876",0,"70,190","17,114","28,280","12,046",0,"57,440",14.000,13.000,12.000,0.000,https://www.energytrust.org/about/reports-financials/ 
2021,57346,Efficiency Maine Trust,ME,ISNE,"110,753","64,099",.,.,"174,852",12.4,7.3,.,.,19.7,"1,422,405","819,541",.,.,"2,241,947",12.4,7.3,.,.,19.7,"27,165","12,180",.,.,"39,345","7,923","3,264",.,.,"11,187","27,165","12,180",.,.,"39,345","7,923","3,264",.,.,"11,187",12.843,12.786,.,.,https://www.efficiencymaine.com/about/library/reports/
2021,57347,Vermont Energy Investment Corporation,VT,ISNE,"27,933","43,590",.,.,"71,523",5.8,6.0,.,.,11.8,"382,035","567,221",.,.,"949,256",5.8,6.0,.,.,11.8,"11,530","14,696",.,.,"26,226","6,388","5,211",.,.,"11,599","11,530","14,696",.,.,"26,226","6,388","5,211",.,.,"11,599",13.670,13.013,.,.,https://www.efficiencyvermont.com/Media/Default/docs/plans-reports-highlights/2021/2021-savings-claim-summary.pdf
2021,57349,Focus on Energy,WI,MISO,"282,042","175,456","243,108",.,"700,606",34.0,28.0,30.2,.,92.2,"3,018,641","2,605,260","3,730,883",.,"9,354,784",34.0,28.0,30.2,.,92.2,"22,103","13,902","15,050",.,"51,055","14,591","9,162","9,398",.,"33,151","22,103","13,902","15,050",.,"51,055","14,591","9,162","9,398",.,"33,151",10.703,14.849,15.347,.,https://focusonenergy.com/evaluation-reports
2021,57483,Liberty Utilities,CA,CISO,165,352,.,.,517,0.2,0.0,.,.,0.2,"1,659","4,966",.,.,"6,625",0.2,0.0,.,.,0.2,77,43,.,.,120,140,121,.,.,260,77,43,.,.,120,140,121,.,.,260,9.760,14.100,.,.,
2021,58124,City of Winter Park - (FL),FL,FMPP,15,.,.,.,15,14.7,.,.,.,14.7,147,.,.,.,147,14.7,.,.,.,14.7,5,.,.,.,5,40,.,.,.,40,5,.,.,.,5,40,.,.,.,40,10.000,.,.,.,
2021,58127,Cape Light Compact,MA,ISNE,"14,535","15,016",.,.,"29,551",2.0,2.4,.,.,4.4,"111,458","140,309",.,.,"251,767",0.4,0.4,.,.,0.8,"27,662","8,507",.,.,"36,169","10,863","3,852",.,.,"14,715","27,662","8,507",.,.,"36,169","10,863","3,852",.,.,"14,715",7.670,9.340,.,.,
2021,58128,DC Sustainable Energy Utility,DC,PJM,"38,478","61,152",.,.,"99,630",6.4,3.8,.,.,10.2,"358,468","653,877",.,.,"1,012,345",6.4,3.8,.,.,10.2,"4,930","4,223",.,.,"9,153","2,804","3,631",.,.,"6,435","4,930","4,223",.,.,"9,153","2,804","3,631",.,.,"6,435",9.316,10.692,.,.,https://www.dcseu.com/Media/Default/docs/about-us/DCSEU-FY2021AnnualReport-web.pdf
2021,58854,Delaware Sustainable Energy Utility,DE,PJM,"4,161","4,550",.,.,"8,711",11.6,.,.,.,11.6,"74,889","81,894",.,.,"156,783",41.9,.,.,.,41.9,"4,330","2,814",.,.,"7,144",.,.,.,.,.,"4,542","2,814",.,.,"7,356",.,.,.,.,.,.,.,.,.,
2021,58855,Hawaii Energy Efficiency Program,HI,NA,"42,845","57,369",.,.,"100,214",7.9,8.7,.,.,16.6,"440,819","826,757",.,.,"1,267,576",7.9,8.7,.,.,16.6,"7,374","14,461",.,.,"21,835","4,087","5,507",.,.,"9,594","7,374","14,461",.,.,"21,835","4,087","5,507",.,.,"9,594",10.300,14.400,.,.,
2021,59013,PUD No 1 of Jefferson County,WA,BPAT,820,"1,469",.,.,"2,290",0.8,1.5,.,.,2.3,"13,374","18,078",.,.,"31,452",0.1,0.2,.,.,0.3,450,105,.,.,556,.,.,.,.,.,450,105,.,.,556,.,.,.,.,.,21.300,13.000,.,.,
2021,59118,NJ Clean Energy Program,NJ,PJM,"576,901","280,939",.,.,"857,840",51.0,55.3,.,.,106.3,"8,427,394","4,270,080",.,.,"12,697,474",51.0,55.3,.,.,106.3,"52,345","78,862",.,.,"131,207","12,034","14,129",.,.,"26,163","52,345","78,862",.,.,"131,207","12,034","14,129",.,.,"26,163",14.610,15.200,.,.,https://njcleanenergy.com/main/public-reports-and-library/financial-reports/clean-energy-program-financial-reports/financial-report-archive
2021,60868,Redwood Coast Energy Authority,CA,CISO,2,42,0,0,44,0.0,0.0,0.0,0.0,0.0,24,215,0,0,239,0.0,0.0,0.0,0.0,0.0,4,14,0,0,18,90,350,0,0,440,4,14,0,0,18,90,350,0,0,440,10.620,14.880,0.000,0.000,www.redwoodenergy.org   
NM - Data is Not Meaningful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
